顾客ID,产品ID,产品名称,数量,价格,购买日期,总价
862,15,水果,6,94.0,2024-07-07,564
747,97,食品,2,14.0,2024-08-26,28
887,94,服装,7,35.0,2024-07-24,245
950,45,服装,1,80.0,2024-02-26,80
697,67,百货,8,19.0,2024-06-06,152
803,93,家具,5,37.0,2024-08-08,185
712,38,电器,4,13.0,2025-01-01,52
572,63,服装,9,4.0,2024-02-11,36
675,61,水果,10,36.0,2024-10-12,360
162,88,水果,5,10.0,2024-07-16,50
35,33,电器,1,90.0,2024-06-11,90
682,1,服装,10,15.0,2025-01-28,150
500,69,水果,8,93.0,2024-02-15,744
790,68,水果,10,11.0,2024-05-04,110
285,54,服装,4,2.0,2024-10-25,8
295,32,食品,8,34.0,2024-09-04,272
329,96,家具,9,68.0,2024-12-24,612
281,82,家具,6,48.0,2024-12-23,288
628,19,食品,2,49.0,2024-12-22,98
703,92,百货,6,10.0,2024-10-19,60
138,55,水果,2,55.0,2024-11-23,110
684,25,百货,3,52.0,2024-08-28,156
253,85,家具,9,81.0,2024-02-27,729
449,39,电器,8,83.0,2024-12-17,664
183,11,家具,9,36.0,2024-05-30,324
715,60,水果,2,90.0,2024-10-31,180
195,63,电器,3,13.0,2024-05-23,39
744,98,家具,6,42.0,2025-01-15,252
640,45,百货,10,68.0,2024-04-22,680
739,58,家具,4,30.0,2024-09-18,120
910,30,电器,7,98.0,2024-04-22,686
81,41,家具,3,86.0,2024-11-18,258
114,8,百货,3,55.0,2024-06-13,165
871,49,服装,8,98.0,2024-08-03,784
342,8,百货,1,63.0,2024-03-29,63
494,53,服装,4,4.0,2024-05-08,16
2,85,食品,7,14.0,2024-09-20,98
233,1,电器,2,42.0,2024-09-21,84
501,99,服装,1,45.0,2024-05-01,45
833,27,电器,7,47.0,2025-01-01,329
242,65,食品,7,77.0,2025-02-03,539
512,89,水果,10,35.0,2025-01-21,350
811,50,百货,7,32.0,2024-03-22,224
858,99,服装,2,94.0,2025-01-18,188
632,87,百货,5,30.0,2024-07-16,150
771,83,电器,7,53.0,2024-07-02,371
80,44,食品,4,45.0,2024-05-08,180
405,65,电器,8,82.0,2025-01-30,656
937,37,服装,9,65.0,2024-05-04,585
436,49,水果,9,92.0,2024-08-12,828
179,51,水果,1,10.0,2025-01-25,10
380,17,水果,8,85.0,2024-11-22,680
103,47,百货,5,52.0,2025-01-22,260
706,98,水果,8,17.0,2024-02-19,136
712,61,食品,3,28.0,2024-02-27,84
70,20,电器,9,37.0,2024-09-02,333
351,48,服装,9,95.0,2024-07-24,855
171,4,食品,2,11.0,2024-09-06,22
108,73,服装,4,23.0,2024-05-17,92
882,67,食品,5,99.0,2024-04-15,495
614,29,家具,4,47.0,2024-11-20,188
19,15,服装,8,59.0,2024-10-16,472
340,83,电器,3,64.0,2024-05-05,192
672,65,水果,2,10.0,2024-05-11,20
46,79,电器,5,79.0,2024-11-29,395
52,60,食品,3,30.0,2024-08-07,90
623,13,水果,2,65.0,2024-08-06,130
418,1,家具,9,72.0,2024-07-31,648
978,43,电器,9,30.0,2024-09-30,270
566,70,食品,1,49.0,2024-12-10,49
832,12,服装,6,43.0,2025-02-01,258
408,16,服装,2,37.0,2024-03-19,74
377,67,家具,10,57.0,2024-10-01,570
366,64,电器,6,46.0,2024-12-08,276
138,54,服装,6,19.0,2024-03-19,114
408,26,水果,8,30.0,2024-11-01,240
563,39,食品,7,38.0,2024-05-30,266
127,48,服装,5,26.0,2024-08-12,130
786,85,家具,2,59.0,2025-01-04,118
910,13,家具,4,91.0,2024-05-12,364
555,6,水果,5,9.0,2024-08-16,45
146,65,服装,1,69.0,2024-11-03,69
34,60,食品,10,28.0,2024-03-31,280
121,34,水果,10,55.0,2024-09-28,550
97,56,百货,8,49.0,2024-10-28,392
735,4,百货,8,97.0,2024-07-26,776
250,65,水果,8,42.0,2024-04-21,336
215,83,水果,5,45.0,2024-10-24,225
565,87,百货,5,26.0,2024-07-27,130
227,5,电器,1,10.0,2024-10-13,10
422,16,电器,6,50.0,2024-10-27,300
683,65,水果,8,79.0,2025-01-21,632
959,92,水果,4,52.0,2024-12-10,208
776,67,食品,7,65.0,2024-04-24,455
121,17,服装,8,81.0,2024-04-05,648
763,38,百货,2,92.0,2024-02-21,184
448,70,电器,4,41.0,2024-12-03,164
268,99,家具,4,18.0,2025-02-07,72
695,53,百货,1,24.0,2024-10-14,24
708,36,电器,8,75.0,2024-10-14,600
777,35,家具,9,64.0,2024-10-09,576
571,26,电器,7,96.0,2024-06-14,672
818,80,家具,5,41.0,2024-08-01,205
737,8,食品,6,29.0,2024-11-17,174
223,40,百货,10,41.0,2024-10-07,410
394,91,水果,3,90.0,2024-06-10,270
919,46,百货,6,63.0,2024-05-17,378
892,45,家具,4,95.0,2024-11-18,380
69,19,水果,3,78.0,2025-01-19,234
793,32,食品,4,22.0,2025-02-09,88
812,99,家具,3,19.0,2025-01-04,57
304,51,服装,5,52.0,2024-05-19,260
5,25,食品,1,34.0,2024-10-26,34
208,51,家具,1,98.0,2024-07-28,98
375,98,食品,3,17.0,2025-01-09,51
67,19,水果,7,33.0,2024-12-16,231
677,26,电器,6,41.0,2024-11-02,246
868,35,食品,7,89.0,2024-05-14,623
631,59,食品,2,64.0,2024-05-16,128
252,70,家具,6,16.0,2024-05-29,96
537,26,食品,9,60.0,2024-05-20,540
404,37,水果,6,6.0,2024-11-24,36
777,20,服装,10,88.0,2024-06-21,880
273,25,百货,7,70.0,2024-02-21,490
574,97,电器,7,80.0,2024-03-07,560
249,60,家具,1,88.0,2024-07-11,88
592,81,水果,8,30.0,2024-10-31,240
774,29,食品,5,30.0,2024-09-09,150
357,84,百货,5,76.0,2024-06-21,380
162,80,电器,6,46.0,2024-09-03,276
681,27,服装,6,91.0,2024-10-15,546
594,18,食品,10,41.0,2024-07-25,410
26,40,百货,7,63.0,2024-09-12,441
748,36,百货,8,33.0,2024-03-03,264
316,53,水果,7,53.0,2025-02-03,371
93,50,百货,10,90.0,2024-02-22,900
317,20,服装,8,78.0,2024-05-12,624
462,12,家具,10,34.0,2024-10-17,340
710,72,水果,8,45.0,2024-12-15,360
43,48,电器,3,50.0,2024-10-06,150
994,66,家具,2,22.0,2024-07-24,44
445,68,百货,4,90.0,2024-09-14,360
533,3,百货,8,69.0,2024-12-30,552
54,57,食品,8,41.0,2024-08-31,328
620,100,服装,2,45.0,2024-09-23,90
203,87,家具,9,12.0,2024-11-16,108
880,58,水果,7,70.0,2024-06-30,490
127,65,食品,10,20.0,2024-03-05,200
343,37,服装,1,32.0,2024-08-20,32
947,56,百货,2,98.0,2024-05-21,196
98,3,电器,4,43.0,2024-05-01,172
34,23,百货,10,49.0,2024-02-13,490
299,57,家具,7,34.0,2024-10-08,238
863,26,家具,7,22.0,2024-09-01,154
400,57,水果,1,3.0,2024-08-26,3
165,75,服装,4,10.0,2025-01-30,40
974,22,百货,10,69.0,2024-06-15,690
161,66,服装,4,10.0,2024-07-19,40
773,61,电器,1,32.0,2025-01-15,32
431,77,水果,1,69.0,2024-09-30,69
934,70,电器,9,85.0,2024-07-01,765
53,88,百货,2,79.0,2024-12-26,158
426,48,家具,6,71.0,2024-06-06,426
927,60,百货,5,19.0,2024-05-02,95
472,32,食品,10,97.0,2024-12-16,970
638,98,水果,4,67.0,2024-08-21,268
983,45,家具,5,58.0,2025-01-03,290
451,77,服装,10,43.0,2024-04-30,430
952,7,服装,7,54.0,2024-05-22,378
676,34,服装,4,39.0,2024-09-01,156
851,65,服装,4,92.0,2024-07-26,368
64,49,食品,10,3.0,2024-12-20,30
396,34,百货,7,85.0,2024-04-30,595
27,86,水果,5,6.0,2024-06-23,30
661,83,食品,4,28.0,2024-11-16,112
393,28,食品,8,32.0,2024-08-19,256
656,12,食品,3,10.0,2024-09-18,30
989,64,百货,2,75.0,2024-07-10,150
559,71,百货,3,64.0,2024-06-26,192
381,75,电器,7,99.0,2024-12-07,693
820,83,服装,3,34.0,2024-10-13,102
457,83,水果,10,28.0,2024-06-22,280
692,14,百货,2,47.0,2024-09-15,94
108,29,水果,2,76.0,2024-12-21,152
384,58,电器,2,8.0,2024-06-30,16
148,54,电器,1,82.0,2024-11-28,82
588,20,百货,1,67.0,2024-02-23,67
645,22,服装,5,99.0,2024-12-31,495
923,61,百货,4,34.0,2024-07-02,136
473,45,水果,10,80.0,2024-09-16,800
44,58,电器,6,17.0,2025-01-01,102
448,15,电器,7,5.0,2024-11-18,35
614,29,电器,8,45.0,2025-01-17,360
495,34,百货,8,40.0,2024-08-06,320
876,37,百货,10,15.0,2025-01-03,150
378,76,电器,5,35.0,2024-09-06,175
338,12,服装,8,40.0,2025-02-09,320
8,59,百货,8,99.0,2024-04-20,792
418,2,服装,7,89.0,2024-03-27,623
663,10,百货,1,73.0,2024-09-23,73
887,79,电器,8,48.0,2024-11-01,384
435,51,百货,2,32.0,2024-02-25,64
458,28,服装,9,14.0,2024-02-22,126
14,11,食品,2,83.0,2024-11-23,166
147,72,百货,3,1.0,2024-09-23,3
199,22,水果,3,33.0,2024-05-24,99
433,66,家具,7,33.0,2024-12-20,231
613,80,百货,6,70.0,2024-05-23,420
791,99,家具,1,73.0,2024-04-26,73
824,23,水果,5,10.0,2024-08-31,50
939,23,服装,4,51.0,2024-09-29,204
574,99,百货,1,72.0,2024-07-24,72
996,14,服装,10,88.0,2024-06-30,880
923,94,服装,5,17.0,2024-09-23,85
798,20,水果,6,69.0,2024-10-12,414
938,69,家具,5,79.0,2025-01-22,395
282,73,百货,8,55.0,2024-04-16,440
86,75,水果,8,64.0,2024-08-31,512
280,70,食品,10,60.0,2024-03-02,600
582,41,服装,8,91.0,2024-03-30,728
638,63,家具,8,55.0,2024-10-21,440
727,28,家具,1,94.0,2024-12-03,94
351,76,服装,1,24.0,2024-04-21,24
124,70,水果,9,63.0,2024-10-06,567
54,38,服装,5,31.0,2024-06-27,155
967,23,服装,4,8.0,2024-09-24,32
849,3,百货,7,12.0,2024-11-14,84
820,72,家具,9,76.0,2025-01-09,684
273,12,百货,5,10.0,2025-01-24,50
327,37,食品,8,27.0,2024-06-24,216
266,80,百货,8,96.0,2024-11-27,768
675,90,食品,8,32.0,2024-06-28,256
689,3,水果,9,59.0,2024-07-25,531
238,17,电器,5,79.0,2024-08-24,395
933,50,百货,1,1.0,2024-04-25,1
566,50,水果,8,72.0,2025-02-05,576
19,26,百货,2,76.0,2024-06-02,152
30,39,电器,4,36.0,2024-02-13,144
144,58,百货,10,68.0,2024-06-09,680
594,81,电器,1,19.0,2024-10-29,19
21,54,电器,6,10.0,2024-05-19,60
977,61,百货,10,80.0,2024-11-15,800
132,55,服装,8,76.0,2025-01-05,608
572,77,百货,5,8.0,2024-03-19,40
603,59,百货,5,16.0,2024-06-23,80
225,92,食品,3,1.0,2025-01-12,3
409,6,食品,2,5.0,2024-12-20,10
810,62,服装,1,65.0,2024-10-12,65
838,39,家具,9,61.0,2024-05-26,549
856,94,水果,10,25.0,2025-02-03,250
2,13,家具,3,23.0,2024-08-03,69
495,13,水果,1,51.0,2024-12-11,51
880,73,水果,1,41.0,2024-09-10,41
413,51,电器,1,47.0,2024-04-01,47
628,70,百货,7,20.0,2024-02-26,140
835,100,水果,6,32.0,2024-10-15,192
999,46,百货,6,1.0,2025-01-10,6
303,98,食品,3,17.0,2024-10-14,51
564,54,水果,9,26.0,2024-03-22,234
834,2,家具,4,1.0,2024-11-17,4
576,61,服装,2,27.0,2024-09-29,54
684,43,水果,5,82.0,2024-02-11,410
899,33,食品,7,38.0,2024-03-11,266
898,42,服装,10,8.0,2024-06-07,80
252,31,家具,2,54.0,2024-12-07,108
85,21,食品,8,34.0,2024-11-01,272
590,10,水果,2,78.0,2024-07-15,156
47,85,家具,1,27.0,2024-02-24,27
205,47,服装,9,69.0,2024-07-23,621
801,14,水果,8,24.0,2024-11-30,192
78,79,服装,1,100.0,2024-11-14,100
573,93,食品,9,1.0,2024-08-06,9
421,71,食品,1,84.0,2024-11-06,84
316,99,食品,9,11.0,2024-09-16,99
619,12,食品,10,49.0,2024-05-23,490
664,92,百货,7,29.0,2024-11-01,203
827,5,服装,4,97.0,2024-03-07,388
440,92,家具,9,95.0,2024-10-20,855
758,37,百货,10,97.0,2024-03-01,970
992,83,水果,3,46.0,2024-09-11,138
957,7,家具,2,67.0,2024-04-27,134
264,100,百货,8,94.0,2024-11-28,752
371,63,服装,6,75.0,2024-11-03,450
265,44,家具,8,55.0,2024-02-23,440
687,74,百货,8,12.0,2024-10-05,96
898,83,百货,8,13.0,2024-06-03,104
703,11,电器,1,21.0,2024-09-05,21
504,73,电器,6,54.0,2025-01-16,324
294,66,百货,3,93.0,2024-04-14,279
341,56,水果,8,80.0,2024-03-24,640
857,100,电器,7,98.0,2024-05-01,686
112,77,服装,7,11.0,2024-12-06,77
775,21,服装,10,17.0,2024-10-15,170
381,1,百货,8,12.0,2024-05-19,96
979,21,电器,5,46.0,2025-01-04,230
382,73,电器,6,47.0,2024-06-22,282
253,20,家具,10,85.0,2024-02-11,850
862,83,百货,5,32.0,2025-01-30,160
507,93,服装,6,29.0,2024-08-11,174
202,11,食品,9,8.0,2025-01-06,72
793,7,服装,10,14.0,2024-04-28,140
644,72,服装,4,55.0,2024-02-27,220
406,59,服装,4,59.0,2024-05-21,236
922,65,家具,10,50.0,2024-11-01,500
920,17,家具,3,75.0,2024-04-28,225
526,78,家具,5,80.0,2024-06-04,400
408,60,食品,8,39.0,2024-12-02,312
82,6,服装,2,53.0,2024-03-25,106
291,30,水果,9,4.0,2024-04-18,36
633,19,食品,5,96.0,2024-04-20,480
367,55,食品,5,72.0,2024-10-13,360
505,37,电器,8,79.0,2025-01-31,632
898,41,食品,8,26.0,2024-06-04,208
3,29,服装,3,82.0,2024-11-27,246
867,5,家具,6,97.0,2024-07-11,582
401,12,服装,7,45.0,2024-09-25,315
950,86,服装,9,23.0,2025-02-08,207
490,32,电器,1,39.0,2024-10-15,39
914,32,百货,4,91.0,2024-04-27,364
389,99,家具,4,37.0,2024-09-12,148
478,31,食品,1,32.0,2024-10-12,32
196,86,家具,10,90.0,2024-03-14,900
870,3,食品,6,70.0,2024-06-06,420
976,29,家具,5,73.0,2024-08-07,365
329,75,百货,4,20.0,2024-02-17,80
838,26,百货,7,80.0,2024-06-30,560
676,97,家具,10,18.0,2025-01-10,180
260,69,服装,6,15.0,2024-03-11,90
156,85,家具,4,7.0,2024-02-13,28
677,48,家具,9,14.0,2024-03-20,126
954,56,水果,10,13.0,2024-04-30,130
503,19,电器,4,39.0,2024-09-09,156
764,66,食品,7,93.0,2024-05-15,651
577,91,电器,5,19.0,2025-01-01,95
194,11,百货,2,32.0,2024-04-11,64
492,16,百货,5,100.0,2024-07-15,500
442,22,水果,7,11.0,2024-06-19,77
485,73,食品,6,100.0,2024-05-17,600
947,1,百货,1,34.0,2024-04-23,34
733,27,食品,9,96.0,2024-12-27,864
278,97,电器,7,25.0,2024-10-30,175
142,26,服装,10,61.0,2024-06-25,610
995,95,家具,5,71.0,2024-11-13,355
811,51,电器,3,86.0,2024-12-29,258
759,24,服装,5,30.0,2024-05-09,150
730,50,家具,7,28.0,2024-08-24,196
689,40,家具,10,38.0,2024-04-16,380
53,65,食品,7,12.0,2024-12-24,84
904,87,食品,2,4.0,2024-10-10,8
49,24,食品,1,91.0,2024-08-26,91
319,5,水果,8,60.0,2024-05-27,480
47,29,服装,3,32.0,2024-05-03,96
164,48,家具,10,10.0,2024-05-25,100
915,13,服装,9,30.0,2024-10-31,270
601,92,水果,3,67.0,2024-07-05,201
672,2,家具,4,73.0,2024-11-28,292
787,75,电器,10,91.0,2024-10-15,910
142,93,家具,3,96.0,2024-07-18,288
310,16,水果,9,86.0,2024-11-03,774
118,14,水果,6,20.0,2025-01-29,120
936,46,水果,1,55.0,2024-07-20,55
831,8,电器,10,55.0,2024-10-04,550
708,32,家具,4,68.0,2024-08-30,272
752,15,百货,6,66.0,2025-02-04,396
917,51,食品,3,25.0,2024-09-25,75
459,91,百货,9,32.0,2024-11-18,288
856,33,食品,3,93.0,2025-01-22,279
516,41,服装,2,2.0,2024-04-16,4
328,54,电器,1,88.0,2024-06-18,88
825,16,百货,1,57.0,2024-09-11,57
300,50,服装,10,23.0,2024-06-05,230
591,76,百货,7,94.0,2024-12-19,658
621,39,家具,5,24.0,2024-08-19,120
316,20,水果,5,12.0,2024-12-02,60
511,97,水果,8,56.0,2024-09-28,448
641,18,食品,4,9.0,2024-12-02,36
799,35,服装,4,91.0,2024-07-14,364
268,42,食品,4,71.0,2024-06-18,284
336,13,电器,8,16.0,2024-11-19,128
716,60,百货,7,41.0,2025-02-06,287
828,39,服装,7,60.0,2024-12-06,420
341,32,食品,1,8.0,2024-03-10,8
715,40,水果,6,47.0,2024-12-27,282
40,44,百货,6,52.0,2024-10-23,312
738,64,百货,6,47.0,2024-11-30,282
649,85,百货,6,81.0,2025-01-30,486
547,27,水果,8,55.0,2025-01-20,440
760,44,电器,7,60.0,2024-11-10,420
705,56,服装,4,44.0,2024-02-22,176
923,15,食品,10,46.0,2024-08-16,460
810,84,电器,3,5.0,2024-10-07,15
481,97,百货,8,88.0,2024-07-20,704
854,56,电器,6,67.0,2024-10-28,402
402,99,家具,8,52.0,2024-12-05,416
364,76,服装,6,39.0,2024-09-21,234
135,67,水果,7,95.0,2024-09-16,665
963,69,服装,6,8.0,2024-12-19,48
523,61,食品,10,41.0,2024-04-17,410
909,35,食品,9,30.0,2024-10-25,270
291,51,水果,4,49.0,2024-03-12,196
89,58,百货,2,59.0,2024-04-02,118
162,90,家具,9,9.0,2024-08-27,81
155,12,百货,7,45.0,2024-02-20,315
427,95,百货,1,44.0,2025-01-09,44
357,7,电器,1,99.0,2024-05-08,99
589,79,水果,7,11.0,2024-07-07,77
558,42,家具,5,15.0,2024-02-22,75
578,23,服装,3,89.0,2024-07-26,267
964,52,家具,2,30.0,2024-11-28,60
532,20,电器,8,75.0,2024-11-10,600
942,28,服装,4,57.0,2024-07-07,228
954,8,电器,1,32.0,2024-06-18,32
818,71,食品,7,29.0,2024-05-16,203
538,61,百货,1,60.0,2024-03-25,60
945,99,电器,10,42.0,2024-10-29,420
37,68,家具,3,85.0,2025-01-20,255
379,35,家具,1,23.0,2024-04-09,23
848,38,食品,9,29.0,2025-02-02,261
106,27,服装,9,77.0,2025-01-25,693
620,6,家具,1,54.0,2024-04-02,54
929,41,百货,6,100.0,2024-02-28,600
709,100,服装,3,65.0,2024-02-19,195
612,69,百货,2,56.0,2024-08-27,112
512,21,家具,6,73.0,2024-09-27,438
473,98,家具,4,81.0,2025-02-07,324
343,72,电器,6,50.0,2024-04-14,300
877,4,家具,2,55.0,2024-12-19,110
43,28,食品,1,7.0,2025-01-11,7
672,85,食品,8,84.0,2024-05-02,672
74,67,家具,2,37.0,2024-11-11,74
976,49,水果,9,48.0,2024-07-25,432
757,46,水果,7,35.0,2024-03-30,245
171,99,家具,10,97.0,2024-11-16,970
204,14,水果,9,61.0,2024-08-17,549
215,53,食品,10,88.0,2024-05-15,880
801,17,百货,5,39.0,2024-11-15,195
468,28,家具,6,43.0,2024-08-11,258
89,32,食品,7,84.0,2024-04-08,588
384,50,家具,7,35.0,2024-05-07,245
110,39,水果,8,67.0,2024-02-19,536
504,52,服装,10,44.0,2024-05-02,440
2,61,食品,8,48.0,2024-05-30,384
897,26,电器,7,12.0,2024-08-11,84
197,83,服装,4,9.0,2024-06-15,36
671,28,水果,3,13.0,2024-05-13,39
779,41,水果,5,74.0,2024-07-17,370
810,86,百货,3,37.0,2024-03-30,111
334,53,服装,1,63.0,2024-08-15,63
983,56,服装,3,45.0,2024-02-26,135
585,79,家具,7,52.0,2024-10-19,364
725,60,电器,1,81.0,2024-04-24,81
402,69,服装,1,12.0,2024-05-13,12
653,40,服装,3,73.0,2024-11-21,219
885,3,百货,6,6.0,2024-07-06,36
401,30,水果,10,33.0,2024-08-26,330
800,57,食品,8,36.0,2024-02-22,288
234,38,服装,2,98.0,2024-06-01,196
278,80,食品,9,78.0,2024-03-02,702
588,55,服装,9,62.0,2024-06-11,558
532,56,食品,7,3.0,2024-06-02,21
851,35,食品,10,94.0,2024-12-26,940
784,37,水果,9,13.0,2025-01-22,117
644,83,电器,5,23.0,2024-04-17,115
598,56,服装,3,98.0,2024-02-13,294
469,98,百货,9,33.0,2024-11-05,297
380,2,服装,7,14.0,2024-05-26,98
245,77,电器,10,79.0,2024-07-24,790
777,29,电器,8,14.0,2025-01-10,112
362,3,食品,1,35.0,2024-08-05,35
22,56,服装,3,29.0,2024-12-24,87
674,84,百货,7,81.0,2025-01-29,567
41,90,百货,8,74.0,2024-04-24,592
301,21,食品,10,55.0,2024-06-16,550
204,4,水果,10,94.0,2024-03-15,940
378,30,百货,9,79.0,2024-02-22,711
462,93,家具,2,33.0,2025-01-02,66
428,48,水果,7,6.0,2024-11-12,42
190,18,食品,4,41.0,2025-02-02,164
899,81,电器,9,38.0,2024-08-08,342
241,53,食品,3,54.0,2025-01-27,162
180,83,百货,8,41.0,2024-02-25,328
851,33,服装,1,18.0,2024-03-28,18
982,99,水果,3,4.0,2024-11-01,12
771,73,家具,3,81.0,2025-02-05,243
382,68,水果,9,6.0,2024-04-14,54
860,44,百货,1,43.0,2025-01-24,43
90,99,食品,5,23.0,2024-08-06,115
133,23,食品,7,4.0,2024-11-27,28
485,20,电器,9,18.0,2024-09-25,162
673,25,服装,10,37.0,2024-12-05,370
389,88,电器,2,27.0,2024-03-10,54
624,64,电器,9,72.0,2025-01-18,648
378,87,水果,5,34.0,2024-10-22,170
943,100,服装,6,97.0,2024-10-13,582
969,65,水果,4,33.0,2024-10-07,132
74,63,服装,2,55.0,2024-06-29,110
64,92,水果,7,66.0,2024-03-10,462
240,10,食品,1,5.0,2024-11-17,5
348,66,水果,6,8.0,2024-12-02,48
266,25,家具,10,54.0,2024-11-18,540
5,36,电器,3,63.0,2024-07-21,189
410,99,食品,9,31.0,2024-09-01,279
11,13,水果,6,22.0,2024-09-18,132
34,29,水果,1,65.0,2024-10-26,65
763,39,百货,3,97.0,2024-09-02,291
623,31,家具,1,21.0,2024-04-14,21
22,31,家具,9,64.0,2024-10-23,576
975,56,服装,10,24.0,2024-05-13,240
555,49,食品,4,63.0,2024-11-01,252
538,89,水果,4,54.0,2024-07-06,216
366,99,水果,7,94.0,2024-04-12,658
317,93,服装,5,88.0,2024-06-28,440
598,97,服装,9,54.0,2024-08-28,486
648,62,百货,7,90.0,2024-03-04,630
827,8,百货,9,47.0,2024-08-02,423
652,98,食品,9,90.0,2024-03-29,810
945,58,百货,4,50.0,2024-11-30,200
69,38,家具,6,95.0,2024-03-30,570
876,88,家具,3,13.0,2024-11-09,39
586,30,家具,9,60.0,2024-08-29,540
123,39,食品,7,22.0,2024-09-18,154
738,21,食品,6,84.0,2024-06-02,504
830,61,水果,3,38.0,2024-04-18,114
625,14,服装,1,98.0,2024-02-28,98
573,39,家具,4,10.0,2024-08-28,40
974,61,食品,2,34.0,2025-01-14,68
25,74,百货,8,19.0,2025-01-20,152
89,27,水果,10,83.0,2024-04-26,830
955,35,食品,9,92.0,2025-02-07,828
970,19,食品,1,35.0,2024-06-26,35
450,89,家具,1,2.0,2024-02-17,2
515,47,电器,5,83.0,2024-05-10,415
28,20,家具,1,59.0,2024-06-14,59
820,9,水果,8,59.0,2024-12-04,472
820,77,电器,8,83.0,2024-07-29,664
369,57,食品,9,50.0,2024-09-05,450
835,75,百货,4,11.0,2024-10-05,44
951,72,家具,5,91.0,2025-01-12,455
354,54,家具,10,73.0,2024-04-10,730
267,14,百货,6,67.0,2024-09-27,402
640,95,百货,9,94.0,2024-10-18,846
196,76,百货,8,81.0,2024-11-14,648
829,6,电器,6,9.0,2025-01-07,54
780,6,食品,4,27.0,2024-08-10,108
130,5,家具,3,90.0,2024-05-24,270
444,51,食品,9,17.0,2024-02-16,153
837,98,百货,1,27.0,2024-11-28,27
707,30,百货,1,83.0,2024-11-30,83
991,53,食品,8,25.0,2024-10-05,200
985,89,家具,2,53.0,2024-12-10,106
884,61,食品,2,26.0,2024-07-28,52
657,73,服装,4,67.0,2024-11-19,268
218,35,食品,3,13.0,2024-08-15,39
250,87,百货,10,60.0,2024-08-06,600
590,46,百货,4,68.0,2024-05-11,272
517,2,食品,2,55.0,2024-04-12,110
936,82,电器,3,58.0,2024-03-01,174
999,93,服装,9,7.0,2024-11-10,63
318,77,水果,5,98.0,2024-12-17,490
631,75,百货,9,34.0,2024-07-22,306
855,74,水果,5,16.0,2024-05-01,80
675,77,食品,8,32.0,2024-03-06,256
925,4,服装,2,87.0,2024-05-10,174
374,14,食品,1,19.0,2024-10-14,19
557,16,百货,5,85.0,2024-04-07,425
125,40,电器,4,75.0,2024-11-02,300
586,62,家具,4,41.0,2024-10-06,164
556,87,食品,10,54.0,2024-08-14,540
226,80,食品,10,100.0,2025-01-24,1000
244,94,服装,1,1.0,2024-09-19,1
473,7,百货,9,60.0,2024-04-09,540
282,40,水果,2,4.0,2024-04-11,8
567,54,家具,4,100.0,2024-03-23,400
66,19,百货,2,99.0,2024-09-06,198
845,32,家具,7,26.0,2024-06-08,182
940,97,百货,7,30.0,2024-06-25,210
844,82,服装,5,39.0,2024-03-18,195
413,99,电器,7,18.0,2024-08-12,126
535,55,家具,9,42.0,2025-01-10,378
866,31,电器,6,5.0,2024-06-28,30
324,56,电器,5,69.0,2024-09-06,345
468,81,家具,7,53.0,2024-08-12,371
378,85,家具,7,2.0,2024-03-26,14
415,64,电器,1,85.0,2024-11-12,85
472,81,百货,1,76.0,2024-08-10,76
142,1,电器,10,34.0,2024-11-29,340
969,43,百货,4,79.0,2024-02-24,316
74,54,食品,5,57.0,2024-11-17,285
915,35,水果,2,15.0,2024-06-16,30
291,63,百货,4,16.0,2024-12-15,64
383,59,水果,10,26.0,2025-01-19,260
461,95,食品,4,74.0,2024-05-21,296
192,38,电器,5,77.0,2024-04-26,385
298,25,食品,2,37.0,2024-12-21,74
466,12,服装,4,74.0,2024-08-11,296
763,48,服装,10,73.0,2025-01-20,730
611,49,电器,9,68.0,2024-07-15,612
273,100,食品,5,15.0,2025-01-25,75
656,32,食品,7,73.0,2024-03-11,511
647,26,服装,9,88.0,2024-11-12,792
342,97,电器,4,93.0,2024-07-26,372
419,62,食品,2,37.0,2024-10-29,74
765,67,百货,4,41.0,2024-06-03,164
406,44,电器,10,91.0,2024-04-16,910
628,88,百货,3,80.0,2024-06-20,240
376,92,家具,8,90.0,2024-10-28,720
751,55,食品,6,65.0,2024-03-07,390
469,62,百货,8,97.0,2024-04-21,776
649,51,水果,3,68.0,2024-08-08,204
418,17,电器,7,1.0,2024-03-01,7
347,8,家具,3,8.0,2024-09-01,24
554,60,电器,9,88.0,2024-12-21,792
328,45,电器,7,74.0,2024-12-09,518
890,30,食品,7,100.0,2024-08-15,700
90,3,水果,1,89.0,2024-04-12,89
700,2,电器,8,47.0,2024-09-03,376
115,89,服装,7,52.0,2024-06-03,364
656,77,服装,2,78.0,2024-04-07,156
103,60,电器,4,26.0,2024-09-09,104
250,87,家具,9,45.0,2024-10-17,405
272,39,服装,9,39.0,2024-05-06,351
87,94,家具,6,76.0,2024-10-03,456
449,2,电器,9,62.0,2024-03-09,558
91,34,电器,5,51.0,2024-07-26,255
150,90,服装,5,27.0,2025-01-25,135
952,14,水果,4,11.0,2024-02-22,44
875,15,电器,3,5.0,2024-05-13,15
672,60,水果,8,67.0,2024-05-14,536
392,17,服装,6,51.0,2024-11-26,306
913,63,水果,8,27.0,2024-03-06,216
486,20,食品,10,64.0,2024-03-16,640
17,28,食品,6,57.0,2024-04-16,342
431,25,家具,6,94.0,2024-12-04,564
